2141191139923,561.3596,360.4151
2141191173173,561.6109,360.4284
2141191205824,561.7275,360.6703
2141191239813,562.0152,360.7228
2141191272943,561.7578,360.7029
2141191306914,561.7396,360.3782
2141191339919,561.3009,360.0034
2141191373159,561.633,359.4445
2141191406519,561.7118,358.5471
2141191440085,561.4845,357.5613
2141191473291,560.1984,356.6139
2141191506814,558.317,355.9117
2141191540096,554.9046,355.5946
2141191573480,551.8286000000001,355.6757
2141191606667,546.7124,356.3116
2141191640143,538.6296,356.2422
2141191674436,534.3876,355.1124
2141191706900,530.7006,355.3559
2141191740187,526.4494999999999,353.5657
2141191774904,520.9816,351.5841
2141191806917,514.7876,349.9314
2141191840372,507.0555,346.1111
2141191873941,497.428,340.4546
2141191907180,485.7984,331.3871
2141191940359,478.382,320.7222
2141191974637,474.5814,314.2704
2141192007266,474.5789,314.7884
2141192041197,474.1664,316.8181
2141192073937,472.1933,312.856
2141192107250,469.6213,309.5024
2141192140527,466.5898,306.0564
2141192173977,464.9041,303.9175
2141192207275,462.853,302.9708
2141192240666,459.9167,302.7653
2141192274995,456.8587,304.2269
2141192307451,453.8828,306.7323
2141192340745,450.6341,309.7692
2141192375117,447.2339,313.099
2141192407188,444.0125,317.2763
2141192440602,441.8732,321.431
2141192475179,438.7104,324.4547
2141192507202,435.628,327.2773
2141192540953,433.5213,330.8886
2141192575285,431.577,334.4659
2141192607351,430.4981,339.0318
2141192641141,430.304,343.4131
2141192675400,430.2546,348.2632
2141192707436,431.0329,352.7198
2141192741249,431.2248,356.4507
2141192775550,430.3942,358.6478
2141192808816,428.32,358.354
2141192841176,425.9284,357.7912
2141192875119,423.6815,357.2244
2141192908976,422.1579,357.2058
2141192940948,419.1025,356.7247
2141192975686,415.8761,354.9519
2141193009118,414.6377,355.0985
2141193042280,409.2159,349.9219
2141193075826,404.4523,347.2559
2141193109394,399.4753,344.3713
2141193142409,393.6976,342.1158
2141193175986,386.4774,340.9673
2141193209384,380.0673,341.7186
2141193242666,374.8294,346.3635
2141193275794,369.8063,346.5998
2141193309401,366.8373,350.394
2141193342619,364.3248,353.6189
2141193376015,364.2907,357.8539
2141193409419,366.6418,364.5395
2141193443115,365.7118,364.8676
2141193475170,365.1388,364.7729
2141193510575,364.9017,365.3695
2141193541874,364.6731,365.4725
2141193575303,365.1246,364.9049
2141193609289,362.0573,358.8535
2141193642056,360.364,356.8615
2141193675856,358.2644,357.0612
2141193709133,355.1379,356.8162
2141193741373,352.7286,356.3276
2141193775124,349.7741,356.2568
2141193808728,346.4922,355.503
2141193842111,343.7469,356.1411
2141193875849,339.2443,354.0449
2141193908914,332.5453,353.5208
2141193942098,325.5943,352.7204
2141193975473,320.4272,354.7303
2141194008871,317.3495,356.4879
2141194042065,318.2748,362.6641
2141194075408,318.6429,365.8459
2141194108697,319.0341,365.7273
2141194142065,319.9901,366.0693
2141194175355,321.3393,366.7321
2141194208909,322.1429,366.5714
2141194242289,322.4286,365.0857
2141194275521,322.8055,365.8195
2141194308852,323.4045,366.5168
2141194342319,324.2468,365.8571
2141194375573,324.3178,365.3488
2141194408864,323.5536,365.125
2141194442352,322.8644,366.1695
2141194475626,0,0
2141194508941,325.5,365.0833
2141194542886,0,0
2141194575864,327.3182,365.1818
2141194608675,0,0
2141194642413,0,0
2141194675794,0,0
2141194709058,0,0
2141194742453,0,0
2141194775937,324.5,363
2141194809320,0,0
2141194842539,0,0
2141194875972,0,0
2141194909329,0,0
2141194942663,324.5333,362.8
2141194976003,0,0
2141195009344,0,0
2141195042747,0,0
2141195075834,0,0
2141195109172,0,0
2141195142923,330,363
2141195176149,329.5926,367.1852
2141195209556,328.3228,365.7244
2141195243014,328.232,366
2141195276379,328.9038,366.6442
2141195309741,329.9775,366.4157
2141195345175,330.8864,366.3136
2141195376553,330.3123,366.6744
2141195410003,329.3206,366.1206
2141195443208,327.7219,365.9272
2141195476634,326.75,365.564
2141195509990,0,0
2141195543599,0,0
2141195576679,0,0
2141195609939,0,0
2141195643349,0,0
2141195676955,332,368
2141195710162,0,0
2141195743499,0,0
2141195776908,0,0
2141195810249,0,0
2141195843602,0,0
2141195877332,0,0
2141195910360,0,0
2141195943783,332.5,367
2141195977127,0,0
2141196010452,0,0
2141196043879,0,0
2141196076936,0,0
2141196110820,0,0
2141196144204,331,364
2141196177400,0,0
2141196210786,0,0
2141196244281,0,0
2141196277557,337.5,366
2141196312967,333,365
2141196343474,337.5,366
2141196377604,0,0
2141196413389,0,0
2141196443715,333.1765,367.1176
2141196477762,334.951,366.2867
2141196511227,335.812,368.052
2141196544423,337.1193,368.4006
2141196577765,338.4257,369.3803
2141196611218,336.4223,363.0825
2141196644521,335.1471,358.7772
2141196677932,337.6598,361.0396
2141196711220,337.6378,362.1801
2141196743849,333.5938,358.1236
2141196777403,329.6234,354.3915
2141196810945,325.1396,346.1626
2141196844201,321.6068,339.9503
2141196877643,317.8782,340.6246
2141196910716,315.2313,345.694
2141196944406,311.0299,346.3453
2141196977756,306.5347,341.6558
2141197011256,301.407,343.5111
2141197044582,295.1594,348.3164
2141197078059,293.946,333.6777
2141197111354,294.2955,327.9352
2141197144596,296,318
2141197178218,0,0
2141197211515,300,317.1482
2141197244765,299.4946,320.6774
2141197278167,299.938,322.7372
2141197311474,299.2363,329.8452
2141197344765,299.1417,331.8173
2141197378174,298.6268,331.9164
2141197411564,298.0133,331.749
2141197444954,296.9001,330.0802
2141197478253,295.5829,327.3489
2141197511635,294.8718,323.7775
2141197545530,293.8137,321.3727
2141197578418,293.552,319.4595
2141197611995,292.9022,319.8058
2141197645239,291.9424,322.128
2141197678638,288.8754,328.5134
2141197712059,288.8266,325.0766
2141197745456,302.2941,303.3182
2141197778615,300.3631,305.4448
2141197812095,300.5027,306.254
2141197845478,300.5449,306.3161
2141197879072,300.4164,305.5675
2141197912213,300.0172,303.6021
2141197945604,299.6096,301.5373
2141197979041,299.9239,300.4459
2141198012267,300.1071,300.9032
2141198045808,299.7358,300.4795
2141198079066,299.3426,299.238
2141198112429,299.5953,298.7072
2141198145921,299.823,298.4635
2141198180809,298.2325,299.3329
2141198212505,295.0921,301.4868
2141198245869,291.5432,305.8695
2141198278671,291.2248,305.9076
2141198312510,290.4342,305.1162
2141198346000,292.708,300.646
2141198379212,293.3802,298.0056
2141198413041,288.8984,299.1227
2141198445857,283.6886,301.5918
2141198479641,278.6875,305.7921
2141198512597,273.9377,309.7509
2141198545995,269.5261,313.9818
2141198579299,265.9112,317.1537
2141198612678,262.8547,319.0508
2141198645837,259.6967,324.7566
2141198679360,259.0794,320.6997
2141198712787,258.9286,317.6523
2141198746158,258.3654,315.3821
2141198779563,258.5289,312.5126
2141198812785,261.1977,306.1977
2141198846175,258.8135,309.669
